name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Arin Oak,38,171,athletic,self employee,22.42,161.94,professional,muslim,st,yes,fair,108.46
Nachiket Sankaran,29,181,heavy,business,39.23,372.57,agriculture,muslim,obc,yes,very fair,135.64
Ishwar Thakkar,22,197,avrage,startup,24.8,59.18,agriculture,christin,obc,no,bark,135.41
Wyatt Bhatia,48,176,avrage,startup,33.42,170.88,agriculture,sikh,st,yes,bark,67.43
Alexander Kara,42,183,heavy,self employee,13.31,306.42,politics,muslim,obc,yes,fair,114.23
Avi Pingle,30,189,heavy,self employee,3.69,34.96,professional,christin,obc,no,bark,129.73
Krish Parsa,48,186,avrage,startup,35.54,206.46,business,jain,general,no,bark,26.68
Nachiket Mahajan,29,173,slim,startup,37.63,488.53,politics,jain,general,no,fair,57.7
Rishi Deshpande,34,170,avrage,startup,22.69,320.29,professional,buddhist,obc,yes,very fair,135.36
Kevin Kara,21,199,athletic,startup,3.44,77.71,politics,sikh,st,yes,wheatish,78.53
Tanish Barman,22,187,slim,startup,25.66,131.43,politics,christin,obc,no,fair,38.21
Frado Soman,45,196,heavy,startup,33.21,58.92,professional,buddhist,st,no,very fair,64.08
Bakhshi Jha,27,185,heavy,startup,23.06,70.95,politics,jain,obc,no,wheatish,18.97
Tanveer Luthra,47,182,slim,business,29.54,348.25,service,buddhist,obc,yes,bark,72.16
Tanay Bajwa,41,197,heavy,government job,21.24,460.71,professional,muslim,sc,yes,bark,105.01
Abhimanyu Bhavsar,21,179,athletic,government job,5.62,231.71,professional,jain,general,yes,wheatish,94.09
Rachit Balasubramanian,21,164,heavy,private job,15.57,458.97,politics,christin,sc,no,wheatish,114.73
Isaiah Shere,28,159,heavy,private job,22.43,407.25,politics,buddhist,obc,yes,wheatish,54.59
Fiyaz Sachdeva,46,179,avrage,government job,30.03,217.79,professional,muslim,sc,yes,wheatish,83.49
Henry Lala,46,160,slim,private job,9.45,364.32,politics,buddhist,obc,no,very fair,13.77
Fariq Lala,42,167,avrage,startup,38.38,429.44,politics,hindu,st,yes,very fair,105.86
Ekaraj Virk,34,171,slim,private job,21.33,205.51,agriculture,hindu,st,yes,very fair,44.48
Fariq Palan,30,191,avrage,government job,28.12,136.71,professional,sikh,sc,yes,very fair,143.3
Champak Kapoor,36,169,athletic,private job,8.8,67.31,service,buddhist,obc,yes,very fair,81.09
Jai Kakar,22,166,slim,self employee,12.54,323.04,service,jain,obc,yes,wheatish,100.37
Ryan Badal,28,169,slim,self employee,10.46,148.11,agriculture,sikh,sc,yes,wheatish,65.01
Ayush Ramakrishnan,22,164,slim,startup,5.61,419.85,politics,hindu,general,yes,fair,47.26
Krishna Roy,45,174,athletic,self employee,9.54,311.16,politics,hindu,general,no,fair,90.76
Hardik Ganguly,35,155,avrage,business,36.13,451.83,politics,sikh,obc,yes,very fair,73.62
Abdul Patla,36,180,slim,business,10.66,292.57,agriculture,christin,obc,no,bark,58.2
Yug Dass,42,185,avrage,private job,8.81,317.33,politics,buddhist,obc,no,very fair,16.8
Mitesh Sarin,36,191,avrage,business,22.36,407.76,politics,hindu,general,yes,very fair,138.05
Rayaan Vyas,21,157,athletic,self employee,3.33,189.99,professional,sikh,obc,yes,fair,47.42
Champak Bali,25,173,avrage,government job,13.78,486.54,service,hindu,sc,no,fair,124.77
Max Sant,41,171,athletic,business,22.17,209.8,agriculture,buddhist,obc,yes,fair,38.86
Peter Lata,28,190,slim,startup,29.8,464.75,business,hindu,st,no,bark,114.8
Yatan Subramaniam,46,200,heavy,business,16.46,470.25,agriculture,sikh,obc,no,wheatish,26.3
Udant Mohan,23,189,slim,startup,32.38,90.49,service,sikh,sc,yes,fair,115.12
Mitesh Barad,27,167,slim,startup,36.93,364.1,service,christin,general,yes,fair,23.52
Ishwar Sharaf,33,174,heavy,government job,7.6,456.59,business,buddhist,sc,no,bark,102.35
Yug Modi,22,156,slim,self employee,31.17,485.43,business,jain,general,yes,wheatish,21.76
Mitesh Ram,35,155,slim,business,33.26,129.29,business,sikh,st,no,very fair,23.42
Wazir Jayaraman,44,167,slim,private job,36.69,87.74,professional,sikh,sc,yes,bark,119.7
Qabil Grover,34,174,heavy,government job,14.96,132.67,agriculture,sikh,general,no,very fair,57.19
Peter Vig,33,176,avrage,private job,14.17,414.99,agriculture,christin,obc,yes,bark,54.8
Harrison Ram,22,161,heavy,startup,9.6,498.32,professional,sikh,general,no,bark,115.37
Siddharth Dutta,40,155,heavy,business,26.76,51.32,agriculture,sikh,sc,yes,bark,47.79
Alexander Vaidya,26,163,slim,startup,18.75,341.27,professional,sikh,sc,no,very fair,18.0
Chatresh Bedi,37,161,avrage,private job,11.55,279.64,politics,muslim,general,no,wheatish,134.55
Peter Goda,40,162,heavy,self employee,31.46,224.44,business,christin,obc,no,fair,112.95
Umang Koshy,22,187,slim,government job,39.91,106.62,service,jain,st,yes,very fair,56.78
Siddharth Kurian,27,174,avrage,business,30.72,480.7,agriculture,jain,st,no,fair,141.94
Gopal Karan,36,160,athletic,startup,19.83,267.09,business,christin,general,yes,wheatish,57.49
Charles Rai,47,191,avrage,government job,26.69,67.51,business,christin,general,no,very fair,23.4
Qadim Varughese,39,197,heavy,government job,6.09,76.83,professional,buddhist,obc,no,bark,56.29
Udant Lal,45,186,avrage,startup,7.19,445.86,professional,hindu,st,yes,fair,30.69
Fariq Apte,36,155,heavy,government job,7.64,218.7,agriculture,buddhist,general,yes,fair,127.57
Aarnav Gaba,22,172,slim,government job,12.46,116.22,service,muslim,general,yes,wheatish,140.95
Ryan Dyal,35,168,heavy,business,14.59,57.73,agriculture,jain,general,no,fair,106.22
Balveer Parmar,43,192,athletic,business,11.18,127.36,service,hindu,general,yes,fair,38.86
Indrajit Palla,36,187,avrage,government job,34.38,387.77,politics,hindu,obc,yes,fair,114.74
Farhan Seshadri,23,196,slim,business,9.98,161.53,business,hindu,sc,no,bark,149.29
Akshay Rattan,46,190,avrage,private job,21.38,228.64,professional,buddhist,st,no,fair,102.01
Naksh Gupta,46,175,slim,startup,10.57,344.37,service,jain,sc,yes,wheatish,132.88
Dakshesh Palla,42,193,slim,private job,7.52,333.75,professional,hindu,st,yes,fair,22.75
Hemang Sunder,35,194,heavy,private job,39.34,137.19,agriculture,sikh,sc,yes,very fair,12.57
Abdul Nagi,43,185,heavy,self employee,6.55,170.99,politics,christin,st,yes,wheatish,41.26
Indrajit Desai,22,164,slim,business,27.47,443.44,politics,muslim,sc,no,bark,30.11
Ekalinga Yogi,40,194,athletic,government job,14.86,356.6,service,muslim,obc,yes,fair,67.97
Yatin Pandey,33,160,heavy,self employee,39.99,496.6,service,hindu,sc,no,fair,141.63
Rayaan Nath,48,188,heavy,business,27.7,379.51,politics,buddhist,general,yes,wheatish,145.61
Champak Soni,31,167,slim,business,6.12,230.59,service,sikh,sc,yes,very fair,142.31
Viraj Seshadri,47,194,slim,government job,36.83,285.26,politics,jain,obc,no,fair,66.44
Harsh Varkey,24,190,athletic,startup,32.43,171.39,service,hindu,general,no,wheatish,148.65
Jonathan Iyer,39,159,slim,self employee,6.59,330.8,agriculture,hindu,sc,no,bark,100.83
Caleb Sood,44,177,athletic,startup,14.75,133.5,agriculture,jain,obc,yes,bark,83.7
Gagan Dora,31,164,avrage,private job,29.02,146.24,agriculture,jain,obc,yes,wheatish,74.6
Abhiram Kadakia,42,186,heavy,self employee,26.09,440.53,agriculture,jain,sc,yes,bark,15.79
Gaurav Shan,35,173,heavy,government job,26.04,453.94,service,muslim,st,yes,bark,30.85
Ronith Narang,42,198,slim,government job,25.5,259.29,politics,jain,sc,no,bark,16.52
Chaitanya Halder,23,180,slim,startup,36.18,151.1,professional,hindu,sc,yes,fair,111.95
Ekavir Setty,27,195,avrage,startup,29.68,473.04,business,buddhist,general,no,wheatish,120.7
Pranit Rajan,38,155,slim,private job,21.07,91.62,professional,sikh,st,yes,very fair,80.75
Pratyush Kale,31,177,athletic,business,36.87,328.21,service,hindu,general,no,bark,123.78
Mohammed Choudhry,41,172,heavy,startup,29.7,82.14,politics,buddhist,st,no,very fair,128.97
Dakshesh Kuruvilla,25,199,athletic,self employee,17.68,99.93,agriculture,hindu,sc,yes,fair,20.63
Orinder Thaker,43,195,avrage,self employee,17.0,91.7,service,sikh,st,yes,very fair,18.86
Gagan Wali,22,191,avrage,self employee,4.21,392.95,professional,christin,general,no,very fair,14.84
Samarth Rao,47,158,avrage,business,15.16,167.95,politics,hindu,obc,yes,wheatish,111.1
Anmol Andra,30,193,athletic,startup,23.84,29.1,business,jain,st,no,fair,146.66
Yatin Gupta,33,180,avrage,self employee,6.24,220.08,professional,hindu,sc,no,very fair,118.3
Laban Dara,48,184,avrage,government job,15.91,189.83,agriculture,muslim,general,no,bark,139.86
Qarin Bala,37,177,heavy,private job,23.62,403.27,professional,sikh,st,no,wheatish,67.87
Girik Venkatesh,30,159,heavy,business,17.59,294.4,service,christin,st,no,wheatish,70.2
Akshay Bhatti,39,169,heavy,self employee,39.79,343.43,politics,christin,st,yes,wheatish,130.83
Tarak Kapur,22,172,athletic,government job,8.64,88.3,business,buddhist,general,yes,bark,71.1
Zayyan Dhar,21,199,avrage,government job,22.77,475.6,politics,muslim,sc,yes,fair,29.96
Samar Patel,42,162,avrage,business,5.68,155.21,politics,christin,obc,no,wheatish,62.69
Jatin Sane,36,199,athletic,government job,18.24,15.56,professional,muslim,obc,yes,wheatish,74.44
Oscar Koshy,26,181,athletic,business,20.79,243.93,agriculture,buddhist,sc,no,wheatish,110.49
Christopher Pillai,26,185,avrage,government job,23.08,238.04,professional,jain,obc,no,very fair,25.9
Patrick Sha,24,180,heavy,self employee,38.2,189.96,politics,christin,obc,yes,wheatish,109.36
Aayush Bhatti,48,177,heavy,business,16.76,124.61,politics,sikh,st,yes,bark,136.21
Arin Divan,30,196,slim,business,4.97,116.8,professional,jain,general,no,very fair,43.03
Umang Singh,35,182,athletic,business,39.55,385.94,professional,christin,sc,yes,very fair,58.18
Amol Bhagat,40,179,slim,private job,26.97,343.41,service,hindu,st,no,bark,62.1
Abhiram Chowdhury,22,187,heavy,business,21.84,172.89,politics,hindu,st,no,wheatish,75.9
Chatura Murty,39,183,heavy,private job,20.52,412.15,service,sikh,general,yes,very fair,57.94
Tanish Gopal,39,163,avrage,business,37.43,109.68,professional,jain,general,no,wheatish,113.52
Chatresh Dutt,37,199,athletic,self employee,22.14,278.09,agriculture,hindu,st,yes,very fair,97.62
Ayaan Shukla,31,171,slim,startup,24.62,313.01,business,muslim,obc,no,wheatish,32.7
Darpan Bhardwaj,25,155,athletic,startup,15.3,339.7,service,sikh,general,yes,fair,121.75
Kiaan Walia,36,195,avrage,business,36.39,337.72,professional,christin,general,yes,very fair,105.28
Pratyush Gandhi,37,185,heavy,government job,13.76,133.73,business,buddhist,obc,no,fair,132.35
Gaurav Dhaliwal,39,187,slim,startup,27.0,377.84,business,buddhist,general,yes,very fair,42.9
Utkarsh Lal,47,189,avrage,self employee,33.14,230.02,agriculture,christin,obc,no,bark,40.17
Orinder Saini,28,192,slim,business,14.58,161.84,agriculture,hindu,obc,yes,very fair,31.21
Anay Doctor,47,195,slim,self employee,21.24,467.58,service,sikh,general,no,very fair,55.98
Aadi Sabharwal,28,175,athletic,private job,21.85,396.86,agriculture,buddhist,st,yes,bark,80.08
Nakul Varughese,39,185,slim,business,6.68,272.75,business,jain,sc,yes,very fair,20.87
Pranit Peri,25,175,avrage,private job,14.29,384.09,service,jain,st,yes,bark,62.48
Akshay Sha,22,162,heavy,business,4.6,417.26,service,muslim,sc,yes,bark,70.95
Gaurav Koshy,38,180,athletic,private job,31.64,21.9,business,hindu,obc,no,bark,17.8
Oscar Tata,33,200,slim,self employee,11.22,149.92,agriculture,christin,obc,no,bark,17.49
Shaurya Mutti,46,163,slim,business,16.1,52.55,professional,buddhist,general,yes,very fair,45.87
Praneel Kanda,36,179,avrage,business,34.67,180.61,politics,christin,general,yes,bark,108.37
Ekbal Ganguly,21,158,slim,government job,18.27,476.09,agriculture,christin,sc,no,very fair,90.4
Samar Varkey,42,157,slim,government job,30.4,399.67,politics,buddhist,sc,yes,bark,46.82
Wahab Deo,21,197,slim,business,6.47,219.43,business,hindu,st,yes,bark,141.1
Hardik Sur,34,167,heavy,private job,30.13,238.14,agriculture,jain,st,no,wheatish,26.98
Karan Chaudhry,46,183,slim,private job,31.21,111.46,business,sikh,obc,yes,very fair,123.15
Aarnav Rout,35,190,avrage,government job,28.8,386.02,service,jain,general,no,bark,30.31
Sai Kota,25,186,slim,self employee,5.0,153.87,business,christin,sc,yes,fair,86.81
Chaitanya Tailor,45,197,athletic,government job,12.3,24.37,agriculture,sikh,st,no,fair,102.92
Isaiah Muni,27,196,heavy,self employee,11.52,187.42,business,sikh,obc,no,bark,37.27
Wridesh Dewan,27,179,slim,government job,4.1,149.82,professional,sikh,st,yes,very fair,93.48
Timothy Varughese,25,191,heavy,self employee,33.86,92.16,professional,hindu,general,no,wheatish,21.52
Manbir Hora,35,195,athletic,self employee,32.76,368.1,politics,christin,general,no,bark,34.61
Jai Bahl,28,198,heavy,business,35.29,137.66,professional,christin,sc,yes,wheatish,85.58
Pranav Khosla,29,160,heavy,startup,13.19,402.63,business,christin,st,no,wheatish,62.54
Tanveer Kuruvilla,34,189,heavy,government job,28.09,381.3,professional,muslim,sc,yes,fair,88.76
Zashil Sanghvi,42,157,slim,government job,28.74,105.84,professional,muslim,st,no,wheatish,56.81
Avi Seshadri,41,168,heavy,startup,8.92,452.33,politics,buddhist,sc,no,fair,43.0
Avi Mital,37,187,athletic,government job,20.06,185.93,business,christin,general,yes,bark,24.19
Oscar Yohannan,42,187,slim,private job,29.28,185.23,service,christin,obc,yes,wheatish,58.5
Chandran Balan,48,158,avrage,business,33.76,137.49,politics,christin,general,no,very fair,83.64
Girik Yogi,35,173,avrage,private job,39.46,14.64,politics,sikh,sc,no,fair,66.44
Ayaan Rajan,45,188,slim,startup,32.56,295.42,business,sikh,obc,yes,wheatish,127.23
Guneet Narula,23,183,athletic,private job,27.28,235.99,service,jain,general,yes,very fair,95.29
Udarsh Kara,27,183,heavy,self employee,37.46,114.79,agriculture,hindu,st,yes,bark,141.49
Elijah Goel,33,167,athletic,self employee,37.17,305.34,service,christin,sc,no,very fair,113.4
Aayush Sawhney,31,197,athletic,business,16.17,393.24,service,jain,obc,no,wheatish,30.49
Udarsh Nagy,44,184,heavy,self employee,30.56,421.15,politics,muslim,general,yes,wheatish,49.54
Hardik Boase,38,158,avrage,business,11.05,322.02,politics,christin,general,no,wheatish,134.86
Lucky Roy,33,184,avrage,government job,8.93,250.6,agriculture,sikh,obc,no,very fair,119.77
Qabil Gour,22,167,slim,business,38.54,206.73,politics,sikh,obc,yes,fair,38.22
Siddharth Rattan,31,188,heavy,government job,7.51,71.92,business,hindu,sc,yes,very fair,147.52
Fariq Sur,26,191,avrage,self employee,18.77,479.87,service,jain,general,yes,fair,148.08
Arin Kadakia,25,191,heavy,government job,14.41,350.77,politics,christin,st,no,bark,132.0
Gopal Dani,34,169,slim,business,7.56,301.72,professional,christin,obc,yes,wheatish,97.75
Vincent Sangha,21,170,heavy,self employee,28.07,123.01,agriculture,sikh,sc,no,fair,134.8
Champak Modi,36,172,avrage,private job,33.95,102.01,business,sikh,obc,no,wheatish,48.01
Lakshit Bhatia,26,188,slim,private job,31.45,418.3,service,sikh,st,no,very fair,21.02
Lohit Vora,34,196,heavy,private job,24.86,40.49,politics,muslim,st,yes,fair,30.49
Advik Kata,30,183,slim,business,20.33,312.28,professional,buddhist,sc,no,fair,132.16
Thomas Shetty,24,164,heavy,private job,14.06,471.27,politics,jain,general,yes,fair,79.7
Ishaan Nagar,43,163,athletic,business,11.05,180.09,business,hindu,st,no,very fair,124.37
Caleb Kadakia,29,161,athletic,private job,16.14,385.11,service,jain,obc,no,fair,91.69
Girindra Mitter,32,200,slim,business,32.38,122.47,politics,buddhist,st,yes,very fair,140.14
Maanas Bhagat,21,195,avrage,startup,39.71,428.19,business,hindu,general,yes,fair,106.37
Yatan Pall,40,197,athletic,government job,35.14,255.13,service,sikh,general,no,wheatish,86.22
Jairaj Wali,28,193,avrage,government job,28.23,228.19,agriculture,muslim,sc,no,very fair,52.64
Tejas Narula,45,164,heavy,government job,16.48,487.48,service,muslim,st,no,very fair,41.22
Nachiket Issac,22,190,heavy,government job,20.21,143.32,business,buddhist,obc,no,very fair,74.34
Baljiwan Kant,36,161,avrage,startup,35.55,358.54,politics,jain,general,yes,wheatish,57.97
Ekavir Bail,40,167,avrage,startup,6.37,299.64,business,buddhist,st,no,fair,27.47
Ikbal Oommen,41,173,avrage,self employee,37.51,286.77,politics,christin,st,no,wheatish,147.08
Jagat Jaggi,33,170,slim,private job,23.95,117.56,agriculture,sikh,obc,no,fair,62.32
Chanakya Narang,23,184,avrage,government job,34.44,102.64,professional,christin,st,no,bark,90.62
Nicholas Munshi,48,184,heavy,government job,15.72,323.66,business,christin,sc,no,fair,122.76
Rishi Mane,32,193,avrage,self employee,31.65,207.09,agriculture,muslim,sc,yes,fair,126.0
Rayaan Kale,47,190,heavy,private job,29.32,192.14,agriculture,christin,obc,no,fair,99.1
Fitan Kapur,28,159,slim,self employee,13.07,316.61,agriculture,hindu,obc,yes,bark,85.88
Om Setty,29,170,avrage,private job,9.13,324.76,business,jain,st,no,bark,45.9
Arin Bahri,35,196,heavy,business,34.42,361.72,agriculture,sikh,general,no,bark,89.51
Dakshesh Chandran,41,155,slim,government job,22.44,92.32,agriculture,christin,general,no,fair,122.02
Ojas Patla,38,156,slim,private job,36.76,499.58,business,muslim,sc,yes,very fair,77.29
Gaurang Ramaswamy,45,190,heavy,government job,7.59,374.64,professional,buddhist,general,yes,very fair,34.85
Siddharth Radhakrishnan,31,189,heavy,business,9.62,10.59,service,sikh,general,yes,wheatish,61.38
Naksh Soman,43,187,athletic,startup,23.04,103.96,agriculture,muslim,obc,no,very fair,112.74
Dakshesh Nigam,22,179,heavy,private job,5.38,162.48,agriculture,christin,general,yes,wheatish,60.07
Nathaniel Nori,43,200,slim,self employee,18.09,355.38,professional,buddhist,obc,no,fair,94.68
Isaac Zacharia,27,200,heavy,private job,32.15,83.2,agriculture,christin,st,no,fair,16.73
Mason Hegde,44,162,slim,private job,29.29,176.13,agriculture,sikh,general,yes,very fair,27.92
Faras Kamdar,31,192,athletic,government job,10.04,373.43,service,buddhist,general,no,fair,136.78
Faqid Sridhar,26,158,slim,startup,33.97,268.03,professional,hindu,sc,no,wheatish,143.96
Tarak Mane,23,161,slim,business,4.72,222.78,agriculture,muslim,sc,no,very fair,15.04
Tristan Raghavan,29,199,heavy,startup,38.54,421.89,agriculture,christin,obc,no,wheatish,122.87
Thomas Deep,29,200,slim,self employee,33.25,494.09,agriculture,sikh,sc,yes,very fair,74.15
Nathan Lal,32,169,avrage,self employee,34.92,306.13,business,jain,sc,no,very fair,51.63
Hritik Biswas,22,193,heavy,self employee,5.18,435.17,politics,christin,sc,yes,very fair,36.07
Xavier Bhandari,24,182,heavy,business,3.77,438.59,service,hindu,general,no,bark,104.48
Manthan Babu,38,195,athletic,self employee,26.4,170.36,professional,christin,st,yes,wheatish,99.4
Devansh Dora,27,189,slim,private job,7.86,474.7,politics,buddhist,st,yes,wheatish,82.02
Ekbal Sood,39,185,slim,self employee,5.08,107.34,professional,buddhist,sc,no,wheatish,28.49
Hredhaan Barad,48,198,athletic,self employee,34.64,68.55,professional,sikh,obc,no,wheatish,78.97
Ayush Bains,33,178,heavy,government job,20.07,432.83,professional,sikh,sc,yes,fair,89.25
Baljiwan Sagar,22,181,avrage,startup,17.72,152.64,service,sikh,obc,yes,wheatish,142.17
Theodore Ramesh,33,160,heavy,self employee,13.97,232.12,politics,muslim,general,no,fair,97.58
